ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Gene.ID
221016_s_at,2.89E-09,3.06E-11,8.82,15.503678,2.15,TCF7L1,transcription factor 7 like 1,83439
209280_at,3.09E-09,3.30E-11,-8.79,15.427689,-1.36,MRC2,mannose receptor C type 2,9902
221577_x_at,3.09E-09,3.30E-11,-8.79,15.426952,-4.48,GDF15,growth differentiation factor 15,9518
200951_s_at,3.21E-09,3.44E-11,-8.78,15.386986,-2.01,CCND2,cyclin D2,894
204932_at,3.38E-09,3.64E-11,8.76,15.332481,2.52,TNFRSF11B,TNF receptor superfamily member 11b,4982
201650_at,3.42E-09,3.70E-11,-8.76,15.314502,-4.05,KRT19,keratin 19,3880
212843_at,3.62E-09,3.94E-11,8.74,15.253744,3.33,NCAM1,neural cell adhesion molecule 1,4684
204042_at,3.62E-09,3.95E-11,8.74,15.251343,2.33,WASF3,WAS protein family member 3,10810
221556_at,3.81E-09,4.17E-11,8.72,15.197924,1.91,CDC14B,cell division cycle 14B,8555
203766_s_at,4.08E-09,4.49E-11,8.7,15.1245,3.28,LMOD1,leiomodin 1,25802
212310_at,4.11E-09,4.53E-11,8.7,15.114836,1.71,MIA3,"MIA family member 3, ER export factor",375056
209792_s_at,4.30E-09,4.77E-11,-8.68,15.064368,-4.26,KLK10,kallikrein related peptidase 10,5655
200661_at,4.38E-09,4.88E-11,-8.67,15.042754,-1.28,CTSA,cathepsin A,5476
204519_s_at,4.54E-09,5.07E-11,8.66,15.004282,1.26,PLLP,plasmolipin,51090
208893_s_at,4.69E-09,5.27E-11,-8.65,14.96693,-2.86,DUSP6,dual specificity phosphatase 6,1848
214598_at,4.80E-09,5.41E-11,8.64,14.940122,2.64,CLDN8,claudin 8,9073
218960_at,5.00E-09,5.66E-11,-8.63,14.896092,-3.28,TMPRSS4,"transmembrane protease, serine 4",56649
218633_x_at,5.30E-09,6.02E-11,8.61,14.835029,8.35E-01,ABHD10,abhydrolase domain containing 10,55347
218858_at,5.35E-09,6.10E-11,8.6,14.822002,2.5,DEPTOR,DEP domain containing MTOR-interacting protein,64798
205407_at,5.36E-09,6.13E-11,8.6,14.816636,1.39,RECK,reversion inducing cysteine rich protein with kazal motifs,8434
213541_s_at,5.76E-09,6.62E-11,8.58,14.741355,1.33,ERG,"ERG, ETS transcription factor",2078
204482_at,6.18E-09,7.13E-11,8.56,14.668499,1.81,CLDN5,claudin 5,7122
211630_s_at,6.18E-09,7.15E-11,-8.55,14.665115,-7.66E-01,GSS,glutathione synthetase,2937
209737_at,6.19E-09,7.20E-11,8.55,14.658398,2.11,MAGI2,"membrane associated guanylate kinase, WW and PDZ domain containing 2",9863
208581_x_at,6.35E-09,7.41E-11,8.54,14.629355,1.76,MT1X,metallothionein 1X,4501
204015_s_at,6.36E-09,7.45E-11,-8.54,14.624073,-2.47,DUSP4,dual specificity phosphatase 4,1846
213970_at,6.36E-09,7.50E-11,8.54,14.6182,1.4,RABL3,"RAB, member of RAS oncogene family like 3",285282
207977_s_at,6.36E-09,7.52E-11,8.54,14.615379,3.46,DPT,dermatopontin,1805
221522_at,6.36E-09,7.54E-11,8.54,14.612861,9.81E-01,ANKRD27,ankyrin repeat domain 27,84079
205080_at,6.44E-09,7.67E-11,8.53,14.595678,1.2,RARB,retinoic acid receptor beta,5915
205350_at,6.44E-09,7.68E-11,8.53,14.594122,4.79,CRABP1,cellular retinoic acid binding protein 1,1381
213071_at,6.45E-09,7.74E-11,8.53,14.586728,3.83,DPT,dermatopontin,1805
209357_at,6.45E-09,7.75E-11,8.53,14.585218,1.84,CITED2,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2,10370
209440_at,6.99E-09,8.46E-11,8.5,14.498683,1.3,PRPS1,phosphoribosyl pyrophosphate synthetase 1,5631
208158_s_at,6.99E-09,8.47E-11,8.5,14.49827,1.3,OSBPL1A,oxysterol binding protein like 1A,114876
204417_at,7.32E-09,8.90E-11,8.49,14.449123,1.03,GALC,galactosylceramidase,2581
200660_at,7.33E-09,8.95E-11,-8.48,14.44389,-1.5,S100A11,S100 calcium binding protein A11,6282
201197_at,7.41E-09,9.07E-11,8.48,14.429993,1.02,AMD1,adenosylmethionine decarboxylase 1,262
206488_s_at,7.46E-09,9.17E-11,8.48,14.419697,3.31,CD36,CD36 molecule,948
213133_s_at,7.77E-09,9.59E-11,8.46,14.375514,1.62,LOC101060817///GCSH,"glycine cleavage system H protein, mitochondrial-like///glycine cleavage system protein H",101060817///2653
210817_s_at,7.77E-09,9.63E-11,8.46,14.371357,8.84E-01,CALCOCO2,calcium binding and coiled-coil domain 2,10241
202458_at,7.80E-09,9.70E-11,-8.46,14.364528,-2.11,PRSS23,"protease, serine 23",11098
202609_at,7.90E-09,9.86E-11,-8.45,14.347704,-1.55,EPS8,epidermal growth factor receptor pathway substrate 8,2059
202599_s_at,8.17E-09,1.02E-10,-8.44,14.311566,-1.37,NRIP1,nuclear receptor interacting protein 1,8204
209395_at,8.21E-09,1.03E-10,-8.44,14.303578,-5.35,CHI3L1,chitinase 3 like 1,1116
203710_at,8.42E-09,1.06E-10,8.43,14.27463,3.02,ITPR1,"inositol 1,4,5-trisphosphate receptor type 1",3708
215485_s_at,8.46E-09,1.07E-10,-8.43,14.267039,-1.37,ICAM1,intercellular adhesion molecule 1,3383
204872_at,8.46E-09,1.08E-10,8.43,14.261241,2.29,TLE4,transducin like enhancer of split 4,7091
209242_at,8.46E-09,1.08E-10,8.43,14.258497,2.26,PEG3,paternally expressed 3,5178
212611_at,8.46E-09,1.09E-10,-8.43,14.253404,-2.92,DTX4,deltex E3 ubiquitin ligase 4,23220
208892_s_at,8.46E-09,1.09E-10,-8.42,14.252296,-2.16,DUSP6,dual specificity phosphatase 6,1848
205554_s_at,8.58E-09,1.10E-10,8.42,14.2359,1.98,DNASE1L3,deoxyribonuclease 1 like 3,1776
212603_at,9.26E-09,1.20E-10,8.39,14.154196,1.15,MRPS31,mitochondrial ribosomal protein S31,10240
201169_s_at,9.26E-09,1.20E-10,-8.39,14.153665,-2.67,BHLHE40,basic helix-loop-helix family member e40,8553
204278_s_at,9.28E-09,1.21E-10,8.39,14.147649,1.34,EBAG9,"estrogen receptor binding site associated, antigen, 9",9166
206702_at,9.65E-09,1.26E-10,8.38,14.106096,1.35,TEK,TEK receptor tyrosine kinase,7010
41047_at,9.66E-09,1.27E-10,-8.38,14.101594,-1.62,C9orf16,chromosome 9 open reading frame 16,79095
222108_at,9.74E-09,1.28E-10,-8.37,14.089256,-2.04,AMIGO2,adhesion molecule with Ig like domain 2,347902
202118_s_at,9.92E-09,1.31E-10,8.37,14.066351,2.08,CPNE3,copine 3,8895
209123_at,9.92E-09,1.31E-10,8.37,14.064968,1.2,QDPR,quinoid dihydropteridine reductase,5860
213068_at,1.02E-08,1.36E-10,8.36,14.032345,4.15,DPT,dermatopontin,1805
219015_s_at,1.02E-08,1.37E-10,8.35,14.026035,1.29,ALG13,"ALG13, UDP-N-acetylglucosaminyltransferase subunit",79868
205236_x_at,1.04E-08,1.40E-10,8.35,14.005332,2.41,SOD3,"superoxide dismutase 3, extracellular",6649
205425_at,1.05E-08,1.42E-10,-8.34,13.990985,-1.78,HIP1,huntingtin interacting protein 1,3092
205227_at,1.06E-08,1.43E-10,-8.34,13.981246,-1.58,IL1RAP,interleukin 1 receptor accessory protein,3556
207980_s_at,1.08E-08,1.47E-10,8.33,13.956673,2.27,CITED2,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2,10370
219825_at,1.12E-08,1.51E-10,8.32,13.924753,2.16,CYP26B1,cytochrome P450 family 26 subfamily B member 1,56603
33323_r_at,1.12E-08,1.53E-10,-8.32,13.915201,-2.86,SFN,stratifin,2810
218847_at,1.13E-08,1.55E-10,-8.32,13.90273,-2.31,IGF2BP2,insulin like growth factor 2 mRNA binding protein 2,10644
212372_at,1.17E-08,1.61E-10,-8.3,13.864948,-1.39,MYH10,"myosin, heavy chain 10, non-muscle",4628
217984_at,1.17E-08,1.61E-10,8.3,13.862568,1.2,RNASET2,ribonuclease T2,8635
216733_s_at,1.20E-08,1.65E-10,8.3,13.83902,2.62,GATM,glycine amidinotransferase,2628
209501_at,1.20E-08,1.66E-10,8.29,13.832655,1.09,LOC101060399///CDR2,cerebellar degeneration-related protein 2///cerebellar degeneration related protein 2,101060399///1039
63305_at,1.21E-08,1.68E-10,8.29,13.8212,2.53,PKNOX2,PBX/knotted 1 homeobox 2,63876
202920_at,1.23E-08,1.72E-10,8.28,13.798351,3.01,ANK2,"ankyrin 2, neuronal",287
202294_at,1.23E-08,1.72E-10,8.28,13.797166,9.67E-01,STAG1,stromal antigen 1,10274
202529_at,1.25E-08,1.75E-10,8.28,13.780382,9.02E-01,PRPSAP1,phosphoribosyl pyrophosphate synthetase associated protein 1,5635
211456_x_at,1.33E-08,1.87E-10,8.26,13.718087,1.42,MT1HL1,metallothionein 1H-like 1,645745
213400_s_at,1.33E-08,1.87E-10,8.26,13.717547,1.32,TBL1X,transducin (beta)-like 1X-linked,6907
204037_at,1.40E-08,1.99E-10,8.24,13.656848,1.77,LPAR1,lysophosphatidic acid receptor 1,1902
213861_s_at,1.50E-08,2.13E-10,8.22,13.585699,1.43,METTL21B,methyltransferase like 21B,25895
208190_s_at,1.59E-08,2.26E-10,-8.2,13.530149,-1.45,LSR,lipolysis stimulated lipoprotein receptor,51599
201562_s_at,1.60E-08,2.29E-10,8.2,13.516566,2.42,SORD,sorbitol dehydrogenase,6652
220037_s_at,1.64E-08,2.34E-10,8.19,13.494434,2.62,LYVE1,lymphatic vessel endothelial hyaluronan receptor 1,10894
219436_s_at,1.71E-08,2.46E-10,8.17,13.444625,2.8,EMCN,endomucin,51705
210342_s_at,1.71E-08,2.47E-10,8.17,13.443172,5.82,TPO,thyroid peroxidase,7173
209194_at,1.71E-08,2.47E-10,8.17,13.439821,9.79E-01,CETN2,centrin 2,1069
202282_at,1.78E-08,2.57E-10,8.16,13.400425,9.02E-01,HSD17B10,hydroxysteroid 17-beta dehydrogenase 10,3028
201487_at,1.96E-08,2.85E-10,-8.13,13.299335,-2.03,CTSC,cathepsin C,1075
201417_at,2.03E-08,2.97E-10,-8.12,13.260999,-1.38,SOX4,SRY-box 4,6659
202930_s_at,2.03E-08,2.97E-10,8.12,13.258702,1.02,SUCLA2,succinate-CoA ligase ADP-forming beta subunit,8803
208454_s_at,2.07E-08,3.04E-10,8.11,13.234987,1.95,CPQ,carboxypeptidase Q,10404
218332_at,2.13E-08,3.13E-10,8.1,13.207265,3.57,BEX1,brain expressed X-linked 1,55859
211009_s_at,2.15E-08,3.19E-10,8.09,13.189781,1.33,ZNF271P,"zinc finger protein 271, pseudogene",10778
203165_s_at,2.15E-08,3.19E-10,8.09,13.188913,1.51,SLC33A1,solute carrier family 33 member 1,9197
217853_at,2.18E-08,3.24E-10,8.09,13.172975,1.85,TNS3,tensin 3,64759
218583_s_at,2.21E-08,3.29E-10,8.08,13.157982,1.17,DCUN1D1,defective in cullin neddylation 1 domain containing 1,54165
221883_at,2.23E-08,3.33E-10,8.08,13.145151,1.91,PKNOX1,PBX/knotted 1 homeobox 1,5316
204832_s_at,2.24E-08,3.36E-10,8.08,13.139036,1.63,BMPR1A,bone morphogenetic protein receptor type 1A,657
214733_s_at,2.25E-08,3.38E-10,8.08,13.132945,8.84E-01,YIPF1,Yip1 domain family member 1,54432
205479_s_at,2.26E-08,3.40E-10,-8.07,13.124814,-3.38,PLAU,"plasminogen activator, urokinase",5328
204018_x_at,2.26E-08,3.42E-10,8.07,13.120819,2.7,HBA2///HBA1,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1,3040///3039
219542_at,2.32E-08,3.51E-10,8.07,13.093677,7.85E-01,NEK11,NIMA related kinase 11,79858
211951_at,2.44E-08,3.71E-10,8.05,13.039613,6.80E-01,NOLC1,nucleolar and coiled-body phosphoprotein 1,9221
202808_at,2.54E-08,3.88E-10,8.03,12.995265,1.02,WBP1L,WW domain binding protein 1-like,54838
201260_s_at,2.54E-08,3.88E-10,8.03,12.994952,6.69E-01,SYPL1,synaptophysin like 1,6856
209435_s_at,2.57E-08,3.95E-10,-8.03,12.97763,-1.17,ARHGEF2,Rho/Rac guanine nucleotide exchange factor 2,9181
201222_s_at,2.60E-08,3.99E-10,-8.03,12.966858,-1.26,RAD23B,"RAD23 homolog B, nucleotide excision repair protein",5887
208846_s_at,2.64E-08,4.07E-10,8.02,12.947412,1.19,VDAC3,voltage dependent anion channel 3,7419
208732_at,2.80E-08,4.33E-10,8,12.886482,9.87E-01,RAB2A,"RAB2A, member RAS oncogene family",5862
220520_s_at,2.86E-08,4.44E-10,7.99,12.863074,1.46,NUP62CL,nucleoporin 62 C-terminal like,54830
206574_s_at,2.88E-08,4.48E-10,-7.99,12.853719,-2.31,PTP4A3,"protein tyrosine phosphatase type IVA, member 3",11156
211745_x_at,2.89E-08,4.51E-10,7.99,12.846406,2.61,HBA2///HBA1,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1,3040///3039
203647_s_at,2.90E-08,4.54E-10,7.99,12.8399,9.63E-01,FDX1,ferredoxin 1,2230
217414_x_at,2.91E-08,4.58E-10,7.98,12.832879,2.93,HBA2///HBA1,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1,3040///3039
204934_s_at,2.95E-08,4.65E-10,-7.98,12.818038,-1.92,HPN,hepsin,3249
210695_s_at,2.96E-08,4.68E-10,7.98,12.811104,1.41,WWOX,WW domain containing oxidoreductase,51741
209699_x_at,2.96E-08,4.70E-10,7.98,12.807423,2.18,LOC101930400///AKR1C2,"aldo-keto reductase family 1 member C2-like///aldo-keto reductase family 1, member C2",101930400///1646
221073_s_at,3.01E-08,4.78E-10,-7.97,12.790366,-2.73,NOD1,nucleotide binding oligomerization domain containing 1,10392
207789_s_at,3.03E-08,4.83E-10,7.97,12.778812,1.57,DPP6,dipeptidyl peptidase like 6,1804
218773_s_at,3.21E-08,5.12E-10,7.95,12.720996,1.07,MSRB2,methionine sulfoxide reductase B2,22921
201416_at,3.23E-08,5.18E-10,-7.95,12.710548,-2.21,SOX4,SRY-box 4,6659
209325_s_at,3.42E-08,5.49E-10,7.93,12.652402,2.54,RGS16,regulator of G-protein signaling 16,6004
204797_s_at,3.47E-08,5.59E-10,7.92,12.634612,1.46,EML1,echinoderm microtubule associated protein like 1,2009
211699_x_at,3.52E-08,5.68E-10,7.92,12.619682,2.95,HBA2///HBA1,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1,3040///3039
203230_at,3.64E-08,5.91E-10,-7.91,12.581001,-9.55E-01,DVL1,dishevelled segment polarity protein 1,1855
222240_s_at,3.64E-08,5.93E-10,-7.91,12.577479,-1.44,ISYNA1,inositol-3-phosphate synthase 1,51477
219332_at,3.64E-08,5.93E-10,-7.91,12.57661,-9.96E-01,MICALL2,MICAL like 2,79778
204635_at,3.68E-08,6.01E-10,7.9,12.56293,7.75E-01,RPS6KA5,ribosomal protein S6 kinase A5,9252
219735_s_at,3.70E-08,6.06E-10,7.9,12.556358,1.5,TFCP2L1,transcription factor CP2-like 1,29842
201811_x_at,3.74E-08,6.16E-10,7.89,12.540172,1.14,SH3BP5,SH3 domain binding protein 5,9467
211653_x_at,3.74E-08,6.17E-10,7.89,12.538183,2.91,LOC101930400///AKR1C2,"aldo-keto reductase family 1 member C2-like///aldo-keto reductase family 1, member C2",101930400///1646
209641_s_at,3.87E-08,6.39E-10,-7.88,12.503142,-1.67,ABCC3,ATP binding cassette subfamily C member 3,8714
201644_at,3.87E-08,6.41E-10,-7.88,12.500019,-6.74E-01,TSTA3,tissue specific transplantation antigen P35B,7264
212713_at,3.99E-08,6.63E-10,7.87,12.467553,3.4,MFAP4,microfibrillar associated protein 4,4239
209599_s_at,4.00E-08,6.66E-10,7.87,12.46283,1.51,PRUNE1,prune exopolyphosphatase,58497
209835_x_at,4.02E-08,6.71E-10,-7.87,12.45443,-1.23,CD44,CD44 molecule (Indian blood group),960
216336_x_at,4.04E-08,6.77E-10,7.87,12.446504,1.5,MT1E,metallothionein 1E,4493
218006_s_at,4.09E-08,6.87E-10,7.86,12.431417,1.45,ZNF22,zinc finger protein 22,7570
214701_s_at,4.11E-08,6.93E-10,-7.86,12.422519,-3.42,FN1,fibronectin 1,2335
202638_s_at,4.11E-08,6.94E-10,-7.86,12.422197,-2.9,ICAM1,intercellular adhesion molecule 1,3383
201518_at,4.13E-08,6.99E-10,7.86,12.414847,6.83E-01,CBX1,chromobox 1,10951
217983_s_at,4.22E-08,7.15E-10,7.85,12.391903,1.13,RNASET2,ribonuclease T2,8635
204151_x_at,4.35E-08,7.39E-10,7.84,12.359667,2.38,AKR1C1,aldo-keto reductase family 1 member C1,1645
211725_s_at,4.38E-08,7.48E-10,-7.84,12.348094,-2.19,BID,BH3 interacting domain death agonist,637
206595_at,4.41E-08,7.54E-10,-7.83,12.339474,-3.27,CST6,cystatin E/M,1474
210788_s_at,4.65E-08,7.97E-10,7.82,12.284773,9.48E-01,DHRS7,dehydrogenase/reductase 7,51635
205042_at,4.72E-08,8.13E-10,7.81,12.265963,7.75E-01,GNE,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase,10020
212864_at,4.72E-08,8.14E-10,7.81,12.264164,8.37E-01,CDS2,CDP-diacylglycerol synthase 2,8760
208647_at,4.90E-08,8.46E-10,7.8,12.226549,8.83E-01,FDFT1,farnesyl-diphosphate farnesyltransferase 1,2222
204759_at,4.99E-08,8.64E-10,7.79,12.205911,8.10E-01,RCBTB2,RCC1 and BTB domain containing protein 2,1102
221928_at,5.08E-08,8.83E-10,7.79,12.184166,1.36,ACACB,acetyl-CoA carboxylase beta,32
204014_at,5.11E-08,8.90E-10,-7.78,12.176659,-3.02,DUSP4,dual specificity phosphatase 4,1846
208165_s_at,5.26E-08,9.18E-10,7.77,12.145288,1.12,PRSS16,"protease, serine 16",10279
215243_s_at,5.67E-08,9.93E-10,-7.75,12.06824,-1.57,GJB3,gap junction protein beta 3,2707
203799_at,5.74E-08,1.01E-09,7.75,12.05333,1.53,LY75-CD302///CD302///LY75,LY75-CD302 readthrough///CD302 molecule///lymphocyte antigen 75,100526664///9936///4065
203921_at,5.77E-08,1.02E-09,-7.74,12.046217,-2.14,CHST2,carbohydrate sulfotransferase 2,9435
212157_at,5.80E-08,1.02E-09,7.74,12.039446,2.12,SDC2,syndecan 2,6383
210988_s_at,5.80E-08,1.02E-09,7.74,12.037104,1.79,PRUNE1,prune exopolyphosphatase,58497
201436_at,6.06E-08,1.07E-09,7.73,11.991015,9.48E-01,EIF4E,eukaryotic translation initiation factor 4E,1977
219446_at,6.11E-08,1.09E-09,7.72,11.980226,1.45,RIC8B,RIC8 guanine nucleotide exchange factor B,55188
213241_at,6.12E-08,1.09E-09,-7.72,11.976277,-2.55,PLXNC1,plexin C1,10154
203962_s_at,6.19E-08,1.11E-09,7.72,11.962231,1.47,NEBL,nebulette,10529
218888_s_at,6.23E-08,1.12E-09,7.71,11.952834,1.77,NETO2,neuropilin and tolloid like 2,81831
209458_x_at,6.23E-08,1.12E-09,7.71,11.950133,2.66,HBA2///HBA1,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1,3040///3039
219330_at,6.31E-08,1.14E-09,7.71,11.935997,1.01,VANGL1,VANGL planar cell polarity protein 1,81839
212751_at,6.35E-08,1.15E-09,7.71,11.926722,1.02,UBE2N,ubiquitin conjugating enzyme E2 N,7334
215096_s_at,6.36E-08,1.15E-09,7.71,11.923299,5.81E-01,ESD,esterase D,2098
201034_at,6.36E-08,1.15E-09,7.7,11.921072,1.01,ADD3,adducin 3,120
211668_s_at,6.73E-08,1.22E-09,-7.69,11.862679,-3.3,PLAU,"plasminogen activator, urokinase",5328
204072_s_at,6.74E-08,1.23E-09,7.69,11.858822,2.05,FRY,FRY microtubule binding protein,10129
208637_x_at,6.78E-08,1.24E-09,-7.68,11.850242,-1.42,ACTN1,actinin alpha 1,87
202436_s_at,7.14E-08,1.31E-09,-7.67,11.796158,-3.65,CYP1B1,cytochrome P450 family 1 subfamily B member 1,1545
204724_s_at,7.36E-08,1.35E-09,7.66,11.764988,3.73,COL9A3,collagen type IX alpha 3 chain,1299
203714_s_at,7.53E-08,1.39E-09,7.65,11.739338,1.33,TBCE,tubulin folding cofactor E,6905
204283_at,7.57E-08,1.40E-09,7.65,11.731611,1.31,FARS2,"phenylalanyl-tRNA synthetase 2, mitochondrial",10667
219278_at,7.73E-08,1.43E-09,-7.64,11.708368,-1.02,MAP3K6,mitogen-activated protein kinase kinase kinase 6,9064
216594_x_at,7.74E-08,1.43E-09,7.64,11.705217,2.06,AKR1C1,aldo-keto reductase family 1 member C1,1645
212631_at,8.20E-08,1.52E-09,7.62,11.645274,7.67E-01,STX7,syntaxin 7,8417
218477_at,8.39E-08,1.56E-09,7.61,11.620824,8.45E-01,TMEM14A,transmembrane protein 14A,28978
204462_s_at,8.52E-08,1.59E-09,7.61,11.603752,1.32,SLC16A2,solute carrier family 16 member 2,6567
204085_s_at,8.57E-08,1.60E-09,7.6,11.595357,1.68,CLN5,"ceroid-lipofuscinosis, neuronal 5",1203
203417_at,8.81E-08,1.65E-09,-7.6,11.565602,-2.36,MFAP2,microfibrillar associated protein 2,4237
202738_s_at,9.10E-08,1.71E-09,7.59,11.531522,8.69E-01,PHKB,phosphorylase kinase regulatory subunit beta,5257
202310_s_at,9.13E-08,1.72E-09,-7.58,11.52522,-3.32,COL1A1,collagen type I alpha 1 chain,1277
202540_s_at,9.30E-08,1.76E-09,7.58,11.504913,1.28,HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase,3156
212604_at,9.30E-08,1.76E-09,7.58,11.502438,1.11,MRPS31,mitochondrial ribosomal protein S31,10240
207480_s_at,9.44E-08,1.79E-09,7.57,11.485386,1.56,MEIS2,Meis homeobox 2,4212
204326_x_at,9.52E-08,1.81E-09,7.57,11.475425,1.6,MT1X,metallothionein 1X,4501
212480_at,9.74E-08,1.86E-09,7.56,11.449848,1.02,SPECC1L,sperm antigen with calponin homology and coiled-coil domains 1 like,23384
205382_s_at,1.06E-07,2.03E-09,7.53,11.363703,2.96,CFD,complement factor D,1675
205710_at,1.07E-07,2.05E-09,7.53,11.353297,2.08,LRP2,LDL receptor related protein 2,4036
202539_s_at,1.07E-07,2.05E-09,7.53,11.352091,1.4,HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase,3156
211126_s_at,1.08E-07,2.08E-09,7.53,11.340351,1.35,CSRP2,cysteine and glycine rich protein 2,1466
205574_x_at,1.11E-07,2.14E-09,-7.52,11.310667,-1.5,BMP1,bone morphogenetic protein 1,649
201752_s_at,1.11E-07,2.15E-09,7.52,11.303644,1.38,ADD3,adducin 3,120
207030_s_at,1.13E-07,2.19E-09,7.51,11.289188,1.51,CSRP2,cysteine and glycine rich protein 2,1466
209822_s_at,1.14E-07,2.21E-09,7.51,11.27651,1.82,VLDLR,very low density lipoprotein receptor,7436
205882_x_at,1.14E-07,2.22E-09,7.51,11.272626,1.3,ADD3,adducin 3,120
206529_x_at,1.14E-07,2.23E-09,7.51,11.2711,3.28,SLC26A4,solute carrier family 26 member 4,5172
213083_at,1.15E-07,2.25E-09,7.5,11.260944,1.05,SLC35D2,solute carrier family 35 member D2,11046
205140_at,1.22E-07,2.38E-09,7.49,11.204268,1.16,FPGT,fucose-1-phosphate guanylyltransferase,8790
214414_x_at,1.24E-07,2.43E-09,7.48,11.185431,2.44,HBA2///HBA1,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1,3040///3039
214044_at,1.30E-07,2.57E-09,7.46,11.130718,1.26,RYR2,ryanodine receptor 2,6262
213664_at,1.31E-07,2.58E-09,7.46,11.125648,2.73,SLC1A1,solute carrier family 1 member 1,6505
204119_s_at,1.38E-07,2.73E-09,-7.45,11.071205,-9.35E-01,ADK,adenosine kinase,132
202637_s_at,1.38E-07,2.74E-09,-7.44,11.067315,-2.02,ICAM1,intercellular adhesion molecule 1,3383
203675_at,1.38E-07,2.74E-09,7.44,11.06573,1.32,NUCB2,nucleobindin 2,4925
218249_at,1.40E-07,2.79E-09,7.44,11.049485,5.94E-01,ZDHHC6,zinc finger DHHC-type containing 6,64429
209269_s_at,1.40E-07,2.81E-09,7.44,11.043201,1.15,SYK,spleen associated tyrosine kinase,6850
214724_at,1.40E-07,2.81E-09,7.44,11.041874,1.75,DIXDC1,DIX domain containing 1,85458
201964_at,1.41E-07,2.82E-09,7.44,11.037886,1.18,SETX,senataxin,23064
222171_s_at,1.41E-07,2.84E-09,7.43,11.031507,2.21,PKNOX2,PBX/knotted 1 homeobox 2,63876
206201_s_at,1.41E-07,2.84E-09,7.43,11.030158,1.95,MEOX2,mesenchyme homeobox 2,4223
220547_s_at,1.42E-07,2.86E-09,7.43,11.022864,9.73E-01,FAM35A,family with sequence similarity 35 member A,54537
204060_s_at,1.43E-07,2.89E-09,7.43,11.012391,2.03,PRKY///PRKX,"protein kinase, Y-linked, pseudogene///protein kinase, X-linked",5616///5613
201418_s_at,1.43E-07,2.90E-09,-7.43,11.012316,-1.84,SOX4,SRY-box 4,6659
212185_x_at,1.44E-07,2.93E-09,7.42,10.999249,1.22,MT2A,metallothionein 2A,4502
203026_at,1.48E-07,3.01E-09,7.42,10.974263,8.46E-01,ZBTB5,zinc finger and BTB domain containing 5,9925
204290_s_at,1.48E-07,3.01E-09,7.42,10.972887,1.31,ALDH6A1,aldehyde dehydrogenase 6 family member A1,4329
212267_at,1.48E-07,3.02E-09,7.41,10.970124,5.95E-01,WAPL,WAPL cohesin release factor,23063
209695_at,1.48E-07,3.04E-09,-7.41,10.964762,-1.66,PTP4A3,"protein tyrosine phosphatase type IVA, member 3",11156
212025_s_at,1.50E-07,3.09E-09,-7.41,10.947668,-7.65E-01,FLII,"FLII, actin remodeling protein",2314
209396_s_at,1.51E-07,3.11E-09,-7.41,10.94178,-4.81,CHI3L1,chitinase 3 like 1,1116
203869_at,1.52E-07,3.15E-09,7.4,10.929469,1.2,USP46,ubiquitin specific peptidase 46,64854
210400_at,1.52E-07,3.16E-09,7.4,10.926991,1.65,GRIN2C,glutamate ionotropic receptor NMDA type subunit 2C,2905
202512_s_at,1.52E-07,3.16E-09,7.4,10.925722,1.14,ATG5,autophagy related 5,9474
202267_at,1.53E-07,3.19E-09,-7.4,10.917136,-1.74,LAMC2,laminin subunit gamma 2,3918
218364_at,1.54E-07,3.20E-09,7.4,10.91205,8.19E-01,LRRFIP2,LRR binding FLII interacting protein 2,9209
